SPECIES;ACCESION.NUMBER;PLM ;PLS;FTWM;FTWS;STWM;STWS;LLM;LLS;FTLM;FTLS;STLM;STLS;MLWM;MLWS;WMPM;WMPS;DLBMWM;DLBMWS;DLAUM;DLAUS;TLWM;TLWS;NTM;NTS
V.teucrium;MA185323(3);0;0;0.5;0.58;0.86;0.18;31.9;27.72;0.6;0.23;1.29;0.51;17.65;9.04;16.81;8.88;6.02;12.59;2.7;5.61;3.01;3.69;13;12
V.teucrium;MA185323;0;0;92;58;167;18;3022;2772;112;23;195;51;1618;904;1408;888;670;1259;295;561;282;369;1067;1200
V.teucrium;MA112464(1);0;0;0.9;1.33;1.69;1.66;23.77;18.47;0.81;0.71;0.91;1.32;17.91;10.96;16.13;10.29;6.24;6.58;1.16;2.94;3.51;3.47;7;5
V.teucrium;MA112464(2);0;0;0.64;0.4;1.42;0.51;23.62;12.08;0.57;0.42;0.82;0.38;15.71;7.92;14.92;7.42;10.06;5.33;2.52;0.96;5.12;2.62;10;8
V.teucrium;MA112464(3);0;0;1.04;0.72;1.24;0.34;24.58;13.44;0.7;0.47;0.97;0.35;15.92;;15.73;;7.64;;3.05;3.15;4.92;3.45;10;7
V.teucrium;MA112464;0;0;86;82;145;84;2399;1466;69;53;90;68;1651;944;1559;886;798;596;224;235;452;318;900;667
V.teucrium;SALA124599(1);0;0;0.88;0.32;0.85;0.76;37.8;31.54;1.37;0.73;0.87;1.26;20.31;10.93;14.44;9.39;9.32;8.6;3.67;3.19;2.66;2.72;13;15
V.teucrium;SALA124599(2);0;0;0.76;1.46;1.44;0.93;39.39;23.75;0.8;0.63;1.71;0.5;20.11;5.98;18.4;5.47;12.32;10.92;1.85;7.33;2.25;3.17;13;3
V.teucrium;SALA124599(3);0;0;0.8;0.8;1.16;0.79;42.06;19.91;1.32;0.62;1.67;0.85;20.97;6.28;19.56;6.14;10.72;10;2.14;2.69;2.37;2.51;14;7
V.teucrium;SALA124599;0;0;81;86;115;83;3975;2507;116;66;142;87;2046;773;1747;700;1079;984;255;440;243;280;1333;833
V.turrilliana;SALA149333(1);1.61;0.39;0.36;0.2;0.52;0.17;8.24;5.81;0.4;0.19;0.48;0.14;3.9;2.06;3.57;1.94;6.19;3.64;1.48;2.28;2.55;2.06;4;3
V.turrilliana;SALA149333(2);1.65;0;0.4;0.26;0.34;0.1;9.4;6.07;0.33;0.12;0.37;0.07;3.89;2.83;3.71;2.83;6.86;3.04;1.24;2.05;2.34;2.47;4;2
V.turrilliana;SALA149333(3);1.12;0.35;0.8;0.37;0.37;0.38;9.46;7.03;0.38;0.24;0.27;0.3;4.63;3.56;3.92;3.32;7.44;3.82;1.57;2.16;2.92;2.37;2;3
V.turrilliana;SALA149333;146;25;52;28;41;22;903;630;37;18;37;17;414;282;373;270;683;350;143;216;260;230;333;267
V.turrilliana;SALA149334(1);0.71;;0.63;;0.48;;10.01;;0.55;;0.41;;6.84;;6.37;;3.89;;1.86;;3.82;;7;
V.turrilliana;SALA149334(2);1.5;;0.47;;0.73;;18.81;;0.51;;0.53;;5.84;;8.74;;10.05;;1.07;;2.12;;8;
V.turrilliana;SALA149334(3);1.25;;0.43;;0.25;;11.66;;0.38;;0.2;;3.25;;3.12;;7.81;;1.54;;2.09;;9;
V.turrilliana;SALA149334;115;;51;;49;;1349;;48;;38;;531;;608;;725;;149;;268;;800;
V.turrilliana;SALA149331(1);0.56;0;0.36;0.57;0.59;0.23;5.8;5.29;0.38;0.81;0.59;0.19;2.89;2.19;2.63;2.07;4.02;2.89;1.02;2.11;1.59;1.85;5;3
V.turrilliana;SALA149331(2);0.48;;0.24;;0.42;;6.33;;0.22;;0.61;;2.73;;2.65;;3.7;;1.11;;1.4;;6;
V.turrilliana;SALA149331(3);0.85;0.4;0.56;0.36;0.45;0.69;8.85;8.22;0.91;0.55;0.87;0.9;5.01;5.67;4.42;4.98;5.22;4.7;0.73;1.53;2.17;2.32;5;5
V.turrilliana;SALA149331;63;20;39;47;49;46;699;676;50;68;69;55;354;393;323;353;431;380;95;182;172;209;533;400
